"Date","AbsoluteTime","Temperature"
"2020-04-03",3794860800,14.56
"2020-04-04",3794947200,18.89
"2020-04-05",3795033600,18.94
"2020-04-06",3795120000,18.39
"2020-04-07",3795206400,19.83
"2020-04-08",3795292800,20.44
"2020-04-09",3795379200,23
"2020-04-10",3795465600,18.61
"2020-04-11",3795552000,9.83
"2020-04-12",3795638400,14.22
"2020-04-13",3795724800,20.56
"2020-04-14",3795811200,16.39
"2020-04-15",3795897600,13.61
"2020-04-16",3795984000,13.44
"2020-04-17",3796070400,15.33
"2020-04-18",3796156800,16.17
"2020-04-19",3796243200,13.89
"2020-04-20",3796329600,15.83
"2020-04-21",3796416000,18.06
"2020-04-22",3796502400,16.67
"2020-04-23",3796588800,16.78
"2020-04-24",3796675200,17.11
"2020-04-25",3796761600,17.72
"2020-04-26",3796848000,16.94
"2020-04-27",3796934400,11.94
"2020-04-28",3797020800,15.5
"2020-04-29",3797107200,18.56
"2020-04-30",3797193600,15.44
"2020-05-01",3797280000,16.5
"2020-05-02",3797366400,16.44
"2020-05-03",3797452800,19.89
"2020-05-04",3797539200,23.83
"2020-05-05",3797625600,21.78
"2020-05-06",3797712000,18.17
"2020-05-07",3797798400,9.78
"2020-05-08",3797884800,12.94
"2020-05-09",3797971200,12.28
"2020-05-10",3798057600,14.5
"2020-05-11",3798144000,14.83
"2020-05-12",3798230400,11.72
"2020-05-13",3798316800,15.44
"2020-05-14",3798403200,17
"2020-05-15",3798489600,22
"2020-05-16",3798576000,20.56
"2020-05-17",3798662400,23.83
"2020-05-18",3798748800,21.5
"2020-05-19",3798835200,19.11
"2020-05-20",3798921600,12.28
"2020-05-21",3799008000,15.61
"2020-05-22",3799094400,18.72
"2020-05-23",3799180800,24.94
"2020-05-24",3799267200,24.94
"2020-05-25",3799353600,22.5
"2020-05-26",3799440000,22.06
"2020-05-27",3799526400,21.11
"2020-05-28",3799612800,22.67
"2020-05-29",3799699200,23.61
"2020-05-30",3799785600,25.17
"2020-05-31",3799872000,23.94
"2020-06-01",3799958400,22.17
"2020-06-02",3800044800,21.44
"2020-06-03",3800131200,24.06
"2020-06-04",3800217600,25.44
"2020-06-05",3800304000,22.11
"2020-06-06",3800390400,26.89
"2020-06-07",3800476800,27.28
"2020-06-08",3800563200,25.78
"2020-06-09",3800649600,27
"2020-06-10",3800736000,24.72
"2020-06-11",3800822400,24.11
"2020-06-12",3800908800,24.78
"2020-06-13",3800995200,24.72
"2020-06-14",3801081600,22.94
"2020-06-15",3801168000,17.83
"2020-06-16",3801254400,16.61
"2020-06-17",3801340800,16.17
"2020-06-18",3801427200,18.72
"2020-06-19",3801513600,22.44
"2020-06-20",3801600000,22.06
"2020-06-21",3801686400,24.28
"2020-06-22",3801772800,23.33
"2020-06-23",3801859200,21.89
"2020-06-24",3801945600,23.83
"2020-06-25",3802032000,22.94
"2020-06-26",3802118400,25.11
"2020-06-27",3802204800,23.33
"2020-06-28",3802291200,22.33
"2020-06-29",3802377600,24
"2020-06-30",3802464000,23.83
"2020-07-01",3802550400,26.67
"2020-07-02",3802636800,25.72
"2020-07-03",3802723200,28.72
"2020-07-04",3802809600,29.11
"2020-07-05",3802896000,28.83
"2020-07-06",3802982400,27.17
"2020-07-07",3803068800,23.11
"2020-07-08",3803155200,23.89
"2020-07-09",3803241600,26.5
"2020-07-10",3803328000,25.89
"2020-07-11",3803414400,25.17
"2020-07-12",3803500800,26.56
"2020-07-13",3803587200,27.06
"2020-07-14",3803673600,27.94
"2020-07-15",3803760000,28.67
"2020-07-16",3803846400,28.61
"2020-07-17",3803932800,28.11
"2020-07-18",3804019200,29.89
"2020-07-19",3804105600,25.78
"2020-07-20",3804192000,27.06
"2020-07-21",3804278400,26.06
"2020-07-22",3804364800,26.61
"2020-07-23",3804451200,27.17
"2020-07-24",3804537600,26
"2020-07-25",3804624000,23.11
"2020-07-26",3804710400,24.22
"2020-07-27",3804796800,26.17
"2020-07-28",3804883200,26.94
"2020-07-29",3804969600,25.5
"2020-07-30",3805056000,25.56
"2020-07-31",3805142400,27.94
"2020-08-01",3805228800,27.83
"2020-08-02",3805315200,28.11
"2020-08-03",3805401600,26
"2020-08-04",3805488000,23.67
"2020-08-05",3805574400,27.28
"2020-08-06",3805660800,24.78
"2020-08-07",3805747200,25.5
"2020-08-08",3805833600,25.56
"2020-08-09",3805920000,25.94
"2020-08-10",3806006400,26.11
"2020-08-11",3806092800,24.28
"2020-08-12",3806179200,26.06
"2020-08-13",3806265600,27.61
"2020-08-14",3806352000,24.72
"2020-08-15",3806438400,26.22
"2020-08-16",3806524800,23.61
"2020-08-17",3806611200,26.44
"2020-08-18",3806697600,22.94
"2020-08-19",3806784000,24.94
"2020-08-20",3806870400,21.17
"2020-08-21",3806956800,23.44
"2020-08-22",3807043200,24.17
"2020-08-23",3807129600,24.67
"2020-08-24",3807216000,23.83
"2020-08-25",3807302400,25.17
"2020-08-26",3807388800,27.28
"2020-08-27",3807475200,26.78
"2020-08-28",3807561600,28.06
"2020-08-29",3807648000,26.17
"2020-08-30",3807734400,25.89
"2020-08-31",3807820800,25.61
"2020-09-01",3807907200,27.67
"2020-09-02",3807993600,29.17
"2020-09-03",3808080000,26.89
"2020-09-04",3808166400,27.28
"2020-09-05",3808252800,27.28
"2020-09-06",3808339200,21.33
"2020-09-07",3808425600,22.17
"2020-09-08",3808512000,22.11
"2020-09-09",3808598400,24.22
"2020-09-10",3808684800,23.83
"2020-09-11",3808771200,25.06
"2020-09-12",3808857600,26.33
"2020-09-13",3808944000,24.17
"2020-09-14",3809030400,23.33
"2020-09-15",3809116800,23.44
"2020-09-16",3809203200,19.89
"2020-09-17",3809289600,19.72
"2020-09-18",3809376000,20.72
"2020-09-19",3809462400,20
"2020-09-20",3809548800,14.94
"2020-09-21",3809635200,14.22
"2020-09-22",3809721600,13.11
"2020-09-23",3809808000,15.61
"2020-09-24",3809894400,19.5
"2020-09-25",3809980800,17.39
"2020-09-26",3810067200,17.89
"2020-09-27",3810153600,18.5
"2020-09-28",3810240000,21.11
"2020-09-29",3810326400,22.39
"2020-09-30",3810412800,15.28
"2020-10-01",3810499200,18.67
"2020-10-02",3810585600,17.61
"2020-10-03",3810672000,13.17
"2020-10-04",3810758400,13.39
"2020-10-05",3810844800,15.22
"2020-10-06",3810931200,16.61
"2020-10-07",3811017600,17.83
"2020-10-08",3811104000,18.89
"2020-10-09",3811190400,21.72
"2020-10-10",3811276800,18.72
"2020-10-11",3811363200,21.06
"2020-10-12",3811449600,21.11
"2020-10-13",3811536000,23.11
"2020-10-14",3811622400,17.78
"2020-10-15",3811708800,14.44
"2020-10-16",3811795200,18.72
"2020-10-17",3811881600,13.5
"2020-10-18",3811968000,13.22
"2020-10-19",3812054400,12.67
"2020-10-20",3812140800,15.17
"2020-10-21",3812227200,19
"2020-10-22",3812313600,20.39
"2020-10-23",3812400000,22.22
"2020-10-24",3812486400,21.94
"2020-10-25",3812572800,20.78
"2020-10-26",3812659200,16.67
"2020-10-27",3812745600,16.61
"2020-10-28",3812832000,20.5
"2020-10-29",3812918400,21.67
"2020-10-30",3813004800,18.44
"2020-10-31",3813091200,9.67
"2020-11-01",3813177600,11.33
"2020-11-02",3813264000,10.56
"2020-11-03",3813350400,6
"2020-11-04",3813436800,8.61
"2020-11-05",3813523200,9.67
"2020-11-06",3813609600,14
"2020-11-07",3813696000,16.33
"2020-11-08",3813782400,18.17
"2020-11-09",3813868800,19.61
"2020-11-10",3813955200,19.28
"2020-11-11",3814041600,20.67
"2020-11-12",3814128000,21.94
"2020-11-13",3814214400,19.11
"2020-11-14",3814300800,14.11
"2020-11-15",3814387200,14.72
"2020-11-16",3814473600,11.94
"2020-11-17",3814560000,8
"2020-11-18",3814646400,10
"2020-11-19",3814732800,7
"2020-11-20",3814819200,11
"2020-11-21",3814905600,14.5
"2020-11-22",3814992000,14.06
"2020-11-23",3815078400,13.83
"2020-11-24",3815164800,8.44
"2020-11-25",3815251200,11.17
"2020-11-26",3815337600,16.5
"2020-11-27",3815424000,14.11
"2020-11-28",3815510400,15.44
"2020-11-29",3815596800,11.94
"2020-11-30",3815683200,10.67
"2020-12-01",3815769600,4.11
"2020-12-02",3815856000,4.17
"2020-12-03",3815942400,3.44
"2020-12-04",3816028800,8.61
"2020-12-05",3816115200,9.28
"2020-12-06",3816201600,6.56
"2020-12-07",3816288000,9.11
"2020-12-08",3816374400,4.61
"2020-12-09",3816460800,5.67
"2020-12-10",3816547200,7.28
"2020-12-11",3816633600,9.17
"2020-12-12",3816720000,12.72
"2020-12-13",3816806400,15.83
"2020-12-14",3816892800,13.5
"2020-12-15",3816979200,4.94
"2020-12-16",3817065600,4
"2020-12-17",3817152000,5.44
"2020-12-18",3817238400,4.83
"2020-12-19",3817324800,4
"2020-12-20",3817411200,7.94
"2020-12-21",3817497600,8.56
"2020-12-22",3817584000,9.28
"2020-12-23",3817670400,9.11
"2020-12-24",3817756800,11.5
"2020-12-25",3817843200,0.44
"2020-12-26",3817929600,-4.94
"2020-12-27",3818016000,0.17
"2020-12-28",3818102400,3.22
"2020-12-29",3818188800,9.72
"2020-12-30",3818275200,6.78
"2020-12-31",3818361600,8.33
"2021-01-01",3818448000,10.5
"2021-01-02",3818534400,9.72
"2021-01-03",3818620800,12.28
"2021-01-04",3818707200,7.44
"2021-01-05",3818793600,9.56
"2021-01-06",3818880000,6.28
"2021-01-07",3818966400,4.22
"2021-01-08",3819052800,3
"2021-01-09",3819139200,2.61
"2021-01-10",3819225600,1.67
"2021-01-11",3819312000,2.61
"2021-01-12",3819398400,4.94
"2021-01-13",3819484800,4.17
"2021-01-14",3819571200,4
"2021-01-15",3819657600,6.11
"2021-01-16",3819744000,4.06
"2021-01-17",3819830400,1.67
"2021-01-18",3819916800,4.28
"2021-01-19",3820003200,4.94
"2021-01-20",3820089600,10.44
"2021-01-21",3820176000,8.67
"2021-01-22",3820262400,8.78
"2021-01-23",3820348800,8.5
"2021-01-24",3820435200,6.39
"2021-01-25",3820521600,9.22
"2021-01-26",3820608000,10.22
"2021-01-27",3820694400,14.39
"2021-01-28",3820780800,10.33
"2021-01-29",3820867200,0.83
"2021-01-30",3820953600,1.83
"2021-01-31",3821040000,3.06
"2021-02-01",3821126400,5.28
"2021-02-02",3821212800,4.06
"2021-02-03",3821299200,1.39
"2021-02-04",3821385600,3
"2021-02-05",3821472000,7.17
"2021-02-06",3821558400,5.17
"2021-02-07",3821644800,1.28
"2021-02-08",3821731200,3.72
"2021-02-09",3821817600,9.5
"2021-02-10",3821904000,11.22
"2021-02-11",3821990400,12.56
"2021-02-12",3822076800,8.33
"2021-02-13",3822163200,3.56
"2021-02-14",3822249600,5
"2021-02-15",3822336000,5.28
"2021-02-16",3822422400,4.22
"2021-02-17",3822508800,-0.44
"2021-02-18",3822595200,5.33
"2021-02-19",3822681600,4.44
"2021-02-20",3822768000,3.44
"2021-02-21",3822854400,4.5
"2021-02-22",3822940800,7.94
"2021-02-23",3823027200,11.83
"2021-02-24",3823113600,10.17
"2021-02-25",3823200000,15.94
"2021-02-26",3823286400,15.28
"2021-02-27",3823372800,7.67
"2021-02-28",3823459200,15.33
"2021-03-01",3823545600,17.94
"2021-03-02",3823632000,8.39
"2021-03-03",3823718400,10.94
"2021-03-04",3823804800,15.44
"2021-03-05",3823891200,12.72
"2021-03-06",3823977600,9.5
"2021-03-07",3824064000,8.67
"2021-03-08",3824150400,11.39
"2021-03-09",3824236800,12.94
"2021-03-10",3824323200,14.94
"2021-03-11",3824409600,16.94
"2021-03-12",3824496000,18.61
"2021-03-13",3824582400,19.11
"2021-03-14",3824668800,16.72
"2021-03-15",3824755200,15.22
"2021-03-16",3824841600,8.17
"2021-03-17",3824928000,8.28
"2021-03-18",3825014400,11.17
"2021-03-19",3825100800,14.5
"2021-03-20",3825187200,7.28
"2021-03-21",3825273600,11.83
"2021-03-22",3825360000,13.33
"2021-03-23",3825446400,13.94
"2021-03-24",3825532800,16
"2021-03-25",3825619200,16.11
"2021-03-26",3825705600,20.83
"2021-03-27",3825792000,18.56
"2021-03-28",3825878400,17.17
"2021-03-29",3825964800,12.61
"2021-03-30",3826051200,12.72
"2021-03-31",3826137600,18.22
"2021-04-01",3826224000,10.72
"2021-04-02",3826310400,3.94
"2021-04-03",3826396800,8.72
"2021-04-04",3826483200,14
"2021-04-05",3826569600,14.83
"2021-04-06",3826656000,17
"2021-04-07",3826742400,19.44
"2021-04-08",3826828800,20.89
"2021-04-09",3826915200,18.67
"2021-04-10",3827001600,18.56
"2021-04-11",3827088000,17.28
"2021-04-12",3827174400,16.67
"2021-04-13",3827260800,20.56
"2021-04-14",3827347200,19.28
"2021-04-15",3827433600,19.33
"2021-04-16",3827520000,14.11
"2021-04-17",3827606400,16.28
"2021-04-18",3827692800,14.78
"2021-04-19",3827779200,17.39
"2021-04-20",3827865600,16.44
"2021-04-21",3827952000,16.17
"2021-04-22",3828038400,5.11
"2021-04-23",3828124800,16.61
"2021-04-24",3828211200,11.56
"2021-04-25",3828297600,15.89
"2021-04-26",3828384000,17.83
"2021-04-27",3828470400,19.67
"2021-04-28",3828556800,22.22
"2021-04-29",3828643200,22.17
"2021-04-30",3828729600,22.28
"2021-05-01",3828816000,19.44
"2021-05-02",3828902400,19.72
"2021-05-03",3828988800,22.44
"2021-05-04",3829075200,19.56
"2021-05-05",3829161600,18.33
"2021-05-06",3829248000,18.17
"2021-05-07",3829334400,15.39
"2021-05-08",3829420800,13.78
"2021-05-09",3829507200,20.22
"2021-05-10",3829593600,21.33
"2021-05-11",3829680000,18.89
"2021-05-12",3829766400,18.33
"2021-05-13",3829852800,9.61
"2021-05-14",3829939200,13.56
"2021-05-15",3830025600,16.17
"2021-05-16",3830112000,20.5
"2021-05-17",3830198400,20.17
"2021-05-18",3830284800,20.61
"2021-05-19",3830371200,18.78
"2021-05-20",3830457600,21.28
"2021-05-21",3830544000,21.5
"2021-05-22",3830630400,21.83
"2021-05-23",3830716800,22.78
"2021-05-24",3830803200,25.61
"2021-05-25",3830889600,25.72
"2021-05-26",3830976000,23.89
"2021-05-27",3831062400,25.22
"2021-05-28",3831148800,25.94
"2021-05-29",3831235200,21.89
"2021-05-30",3831321600,18.67
"2021-05-31",3831408000,16.83
"2021-06-01",3831494400,16
"2021-06-02",3831580800,20.5
"2021-06-03",3831667200,21.72
"2021-06-04",3831753600,22.22
"2021-06-05",3831840000,24.72
"2021-06-06",3831926400,24.28
"2021-06-07",3832012800,24.22
"2021-06-08",3832099200,22.28
"2021-06-09",3832185600,24
"2021-06-10",3832272000,24.67
"2021-06-11",3832358400,25.17
"2021-06-12",3832444800,22.78
"2021-06-13",3832531200,23.44
"2021-06-14",3832617600,26.44
"2021-06-15",3832704000,24.78
"2021-06-16",3832790400,23.33
"2021-06-17",3832876800,23.06
"2021-06-18",3832963200,23.61
"2021-06-19",3833049600,26.06
"2021-06-20",3833136000,21.78
"2021-06-21",3833222400,23.83
"2021-06-22",3833308800,23.94
"2021-06-23",3833395200,22.39
"2021-06-24",3833481600,22.5
"2021-06-25",3833568000,21.72
"2021-06-26",3833654400,23.78
"2021-06-27",3833740800,26.83
"2021-06-28",3833827200,27.78
"2021-06-29",3833913600,26
"2021-06-30",3834000000,25.39
"2021-07-01",3834086400,27
"2021-07-02",3834172800,25.11
"2021-07-03",3834259200,24.11
"2021-07-04",3834345600,24.61
"2021-07-05",3834432000,24.5
"2021-07-06",3834518400,25.78
"2021-07-07",3834604800,27.06
"2021-07-08",3834691200,25.44
"2021-07-09",3834777600,25
"2021-07-10",3834864000,23.89
"2021-07-11",3834950400,26.11
"2021-07-12",3835036800,24.33
"2021-07-13",3835123200,23.72
"2021-07-14",3835209600,24.61
"2021-07-15",3835296000,25.56
"2021-07-16",3835382400,26.78
"2021-07-17",3835468800,26.61
"2021-07-18",3835555200,26.06
"2021-07-19",3835641600,23.56
"2021-07-20",3835728000,22.17
"2021-07-21",3835814400,22.83
"2021-07-22",3835900800,25.56
"2021-07-23",3835987200,26.33
"2021-07-24",3836073600,25.28
"2021-07-25",3836160000,26.67
"2021-07-26",3836246400,28.22
"2021-07-27",3836332800,23.39
"2021-07-28",3836419200,24.94
"2021-07-29",3836505600,28.17
"2021-07-30",3836592000,27.78
"2021-07-31",3836678400,28.61
"2021-08-01",3836764800,28.17
"2021-08-02",3836851200,26.06
"2021-08-03",3836937600,25.33
"2021-08-04",3837024000,22.17
"2021-08-05",3837110400,23.06
"2021-08-06",3837196800,25.17
"2021-08-07",3837283200,23.39
"2021-08-08",3837369600,23.11
"2021-08-09",3837456000,26
"2021-08-10",3837542400,26.78
"2021-08-11",3837628800,26.22
"2021-08-12",3837715200,23.78
"2021-08-13",3837801600,27.5
"2021-08-14",3837888000,28.39
"2021-08-15",3837974400,23.11
"2021-08-16",3838060800,24.83
"2021-08-17",3838147200,23.06
"2021-08-18",3838233600,24.28
"2021-08-19",3838320000,26.78
"2021-08-20",3838406400,25.06
"2021-08-21",3838492800,26.06
"2021-08-22",3838579200,26.17
"2021-08-23",3838665600,26.11
"2021-08-24",3838752000,27.22
"2021-08-25",3838838400,28.5
"2021-08-26",3838924800,24.67
"2021-08-27",3839011200,27
"2021-08-28",3839097600,28.83
"2021-08-29",3839184000,26.94
"2021-08-30",3839270400,26.33
"2021-08-31",3839356800,27.22
"2021-09-01",3839443200,25.28
"2021-09-02",3839529600,24.56
"2021-09-03",3839616000,23.06
"2021-09-04",3839702400,21.5
"2021-09-05",3839788800,21.83
"2021-09-06",3839875200,23.72
"2021-09-07",3839961600,25.11
"2021-09-08",3840048000,25.39
"2021-09-09",3840134400,24.78
"2021-09-10",3840220800,22.83
"2021-09-11",3840307200,20.22
"2021-09-12",3840393600,21.67
"2021-09-13",3840480000,22.72
"2021-09-14",3840566400,25.11
"2021-09-15",3840652800,24.61
"2021-09-16",3840739200,20.78
"2021-09-17",3840825600,22.11
"2021-09-18",3840912000,23.72
"2021-09-19",3840998400,24.44
"2021-09-20",3841084800,23.67
"2021-09-21",3841171200,22.22
"2021-09-22",3841257600,21.11
"2021-09-23",3841344000,16.78
"2021-09-24",3841430400,15.06
"2021-09-25",3841516800,16.67
"2021-09-26",3841603200,17.72
"2021-09-27",3841689600,18.67
"2021-09-28",3841776000,19.94
"2021-09-29",3841862400,21.44
"2021-09-30",3841948800,22.11
"2021-10-01",3842035200,22.83
"2021-10-02",3842121600,21.72
"2021-10-03",3842208000,21.56
"2021-10-04",3842294400,20.56
"2021-10-05",3842380800,21.61
"2021-10-06",3842467200,21.78
"2021-10-07",3842553600,21.11
"2021-10-08",3842640000,20.83
"2021-10-09",3842726400,20.17
"2021-10-10",3842812800,19.11
"2021-10-11",3842899200,20.11
"2021-10-12",3842985600,18.72
"2021-10-13",3843072000,20.5
"2021-10-14",3843158400,21.72
"2021-10-15",3843244800,21.89
"2021-10-16",3843331200,21.39
"2021-10-17",3843417600,13.5
"2021-10-18",3843504000,13.06
"2021-10-19",3843590400,14.17
"2021-10-20",3843676800,17.78
"2021-10-21",3843763200,16.94
"2021-10-22",3843849600,19.17
"2021-10-23",3843936000,15.33
"2021-10-24",3844022400,14.83
"2021-10-25",3844108800,18.33
"2021-10-26",3844195200,16.72
"2021-10-27",3844281600,11.89
"2021-10-28",3844368000,11.39
"2021-10-29",3844454400,13.67
"2021-10-30",3844540800,11.06
"2021-10-31",3844627200,11.39
"2021-11-01",3844713600,15.78
"2021-11-02",3844800000,12.94
"2021-11-03",3844886400,12
"2021-11-04",3844972800,8.39
"2021-11-05",3845059200,5.83
"2021-11-06",3845145600,7
"2021-11-07",3845232000,10.28
"2021-11-08",3845318400,11.94
"2021-11-09",3845404800,10.94
"2021-11-10",3845491200,14.11
"2021-11-11",3845577600,12.67
"2021-11-12",3845664000,15.5
"2021-11-13",3845750400,10.56
"2021-11-14",3845836800,6.17
"2021-11-15",3845923200,8.78
"2021-11-16",3846009600,8.67
"2021-11-17",3846096000,13.67
"2021-11-18",3846182400,12.78
"2021-11-19",3846268800,11.22
"2021-11-20",3846355200,5.5
"2021-11-21",3846441600,6.67
"2021-11-22",3846528000,12.06
"2021-11-23",3846614400,6
"2021-11-24",3846700800,5.94
"2021-11-25",3846787200,5.5
"2021-11-26",3846873600,12.11
"2021-11-27",3846960000,5.11
"2021-11-28",3847046400,9.94
"2021-11-29",3847132800,8.33
"2021-11-30",3847219200,3.39
"2021-12-01",3847305600,6.5
"2021-12-02",3847392000,14.72
"2021-12-03",3847478400,16.94
"2021-12-04",3847564800,15.11
"2021-12-05",3847651200,14.67
"2021-12-06",3847737600,13.89
"2021-12-07",3847824000,11.33
"2021-12-08",3847910400,8.39
"2021-12-09",3847996800,5.67
"2021-12-10",3848083200,8.83
"2021-12-11",3848169600,14.11
"2021-12-12",3848256000,10.06
"2021-12-13",3848342400,7.06
"2021-12-14",3848428800,5.44
"2021-12-15",3848515200,8.61
"2021-12-16",3848601600,10.61
"2021-12-17",3848688000,15.56
"2021-12-18",3848774400,15.06
"2021-12-19",3848860800,17.44
"2021-12-20",3848947200,7
"2021-12-21",3849033600,4.5
"2021-12-22",3849120000,4.72
"2021-12-23",3849206400,6.39
"2021-12-24",3849292800,6.56
"2021-12-25",3849379200,11.44
"2021-12-26",3849465600,17.06
"2021-12-27",3849552000,14.39
"2021-12-28",3849638400,17.78
"2021-12-29",3849724800,19.11
"2021-12-30",3849811200,18.33
"2021-12-31",3849897600,17.11
"2022-01-01",3849984000,20
